region,country,year,series,value,footnotes,source,pop,lifeExp,gdpPercap
36,Australia,1975,Emissions (thousand metric tons of carbon dioxide),179467.397,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,1985,Emissions (thousand metric tons of carbon dioxide),220128.059,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,1995,Emissions (thousand metric tons of carbon dioxide),285324.094,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,2005,Emissions (thousand metric tons of carbon dioxide),365515.118,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,2010,Emissions (thousand metric tons of carbon dioxide),383618.673,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,2015,Emissions (thousand metric tons of carbon dioxide),373846.773,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,2016,Emissions (thousand metric tons of carbon dioxide),381878.629,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,2017,Emissions (thousand metric tons of carbon dioxide),384583.857,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,1975,Emissions per capita (metric tons of carbon dioxide),12.848,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,1985,Emissions per capita (metric tons of carbon dioxide),13.943,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,1995,Emissions per capita (metric tons of carbon dioxide),15.656,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,2005,Emissions per capita (metric tons of carbon dioxide),17.873,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,2010,Emissions per capita (metric tons of carbon dioxide),17.412,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,2015,Emissions per capita (metric tons of carbon dioxide),15.697,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,2016,Emissions per capita (metric tons of carbon dioxide),15.786,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
36,Australia,2017,Emissions per capita (metric tons of carbon dioxide),15.632,Excluding overseas territories.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",20434176,81.235,34435.36744
40,Austria,1975,Emissions (thousand metric tons of carbon dioxide),49488.796,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,1985,Emissions (thousand metric tons of carbon dioxide),52649.019,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,1995,Emissions (thousand metric tons of carbon dioxide),59549.049,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,2005,Emissions (thousand metric tons of carbon dioxide),74764.026,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,2010,Emissions (thousand metric tons of carbon dioxide),68571.165,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,2015,Emissions (thousand metric tons of carbon dioxide),62221.17,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,2016,Emissions (thousand metric tons of carbon dioxide),62048.731,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,2017,Emissions (thousand metric tons of carbon dioxide),64872.394,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,1975,Emissions per capita (metric tons of carbon dioxide),6.53,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,1985,Emissions per capita (metric tons of carbon dioxide),6.96,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,1995,Emissions per capita (metric tons of carbon dioxide),7.492,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,2005,Emissions per capita (metric tons of carbon dioxide),9.09,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,2010,Emissions per capita (metric tons of carbon dioxide),8.201,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,2015,Emissions per capita (metric tons of carbon dioxide),7.21,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,2016,Emissions per capita (metric tons of carbon dioxide),7.099,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
40,Austria,2017,Emissions per capita (metric tons of carbon dioxide),7.376,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",8199783,79.829,36126.4927
48,Bahrain,1975,Emissions (thousand metric tons of carbon dioxide),5229.829,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,1985,Emissions (thousand metric tons of carbon dioxide),9099.749,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,1995,Emissions (thousand metric tons of carbon dioxide),13457.588,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,2005,Emissions (thousand metric tons of carbon dioxide),20564.912,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,2010,Emissions (thousand metric tons of carbon dioxide),25551.566,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,2015,Emissions (thousand metric tons of carbon dioxide),30072.802,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,2016,Emissions (thousand metric tons of carbon dioxide),29638.922,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,2017,Emissions (thousand metric tons of carbon dioxide),29813.834,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,1975,Emissions per capita (metric tons of carbon dioxide),19.587,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,1985,Emissions per capita (metric tons of carbon dioxide),21.718,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,1995,Emissions per capita (metric tons of carbon dioxide),23.861,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,2005,Emissions per capita (metric tons of carbon dioxide),23.133,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,2010,Emissions per capita (metric tons of carbon dioxide),20.589,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,2015,Emissions per capita (metric tons of carbon dioxide),21.919,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,2016,Emissions per capita (metric tons of carbon dioxide),20.799,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
48,Bahrain,2017,Emissions per capita (metric tons of carbon dioxide),19.969,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",708573,75.635,29796.04834
50,Bangladesh,1975,Emissions (thousand metric tons of carbon dioxide),4409.654,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",150448339,64.062,1391.253792
50,Bangladesh,1985,Emissions (thousand metric tons of carbon dioxide),7705.068,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",150448339,64.062,1391.253792
50,Bangladesh,1995,Emissions (thousand metric tons of carbon dioxide),16485.473,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",150448339,64.062,1391.253792
50,Bangladesh,2005,Emissions (thousand metric tons of carbon dioxide),31960.244,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",150448339,64.062,1391.253792
50,Bangladesh,2010,Emissions (thousand metric tons of carbon dioxide),49899.502,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",150448339,64.062,1391.253792
50,Bangladesh,2015,Emissions (thousand metric tons of carbon dioxide),70895.346,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",150448339,64.062,1391.253792
50,Bangladesh,2016,Emissions (thousand metric tons of carbon dioxide),72943.639,Data refer to fiscal years beginning 1 July.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",150448339,64.062,1391.253792
